1	7.5636	0.10	0.40	0.100000
2	6.2058	0.20	0.77	0.100000
3	6.1513	0.13	0.87	0.100000
4	6.0816	0.33	1.47	0.100000
5	5.8589	0.83	3.00	0.100000
6	5.4725	1.20	4.90	0.100000
7	5.1220	2.07	8.33	0.100000
8	4.7617	3.67	13.97	0.100000
9	4.2987	6.27	24.67	0.100000
10	3.7588	11.57	36.97	0.100000
11	3.1267	21.30	53.70	0.100000
12	2.4961	33.33	69.97	0.100000
13	1.9120	46.10	82.17	0.100000
14	1.5253	56.97	87.97	0.100000
15	1.2784	64.13	91.37	0.100000
16	0.9537	71.07	95.43	0.100000
17	0.6031	82.67	97.67	0.100000
18	0.5817	81.80	97.80	0.100000
19	0.3568	89.13	99.43	0.100000
20	0.2906	91.67	99.50	0.100000
21	0.1730	95.47	99.80	0.100000
22	0.1584	95.87	99.80	0.100000
23	0.1280	96.53	99.83	0.100000
24	0.1303	96.57	99.90	0.100000
25	0.1035	97.80	99.97	0.100000
26	0.0529	98.87	99.93	0.100000
27	0.0339	99.20	99.97	0.100000
28	0.0446	99.03	99.93	0.100000
29	0.0268	99.50	99.97	0.100000
30	0.0642	98.70	99.90	0.100000
31	0.0203	99.63	100.00	0.010000
32	0.0114	99.90	100.00	0.010000
33	0.0087	99.97	100.00	0.010000
34	0.0086	99.97	100.00	0.010000
35	0.0085	99.97	100.00	0.010000
36	0.0065	100.00	100.00	0.010000
37	0.0063	100.00	100.00	0.010000
38	0.0058	100.00	100.00	0.010000
39	0.0054	100.00	100.00	0.010000
40	0.0058	99.97	100.00	0.010000
41	0.0058	100.00	100.00	0.010000
42	0.0059	100.00	100.00	0.010000
43	0.0056	100.00	100.00	0.010000
44	0.0050	100.00	100.00	0.010000
45	0.0051	100.00	100.00	0.010000
46	0.0059	99.97	100.00	0.010000
47	0.0063	100.00	100.00	0.010000
48	0.0052	99.97	100.00	0.010000
49	0.0049	100.00	100.00	0.010000
50	0.0049	100.00	100.00	0.010000
51	0.0047	100.00	100.00	0.010000
52	0.0046	100.00	100.00	0.010000
53	0.0047	100.00	100.00	0.010000
54	0.0051	99.97	100.00	0.010000
55	0.0044	100.00	100.00	0.010000
56	0.0046	100.00	100.00	0.010000
57	0.0043	100.00	100.00	0.010000
58	0.0051	99.93	100.00	0.010000
59	0.0042	100.00	100.00	0.010000
60	0.0045	100.00	100.00	0.010000
61	0.0043	100.00	100.00	0.001000
62	0.0045	100.00	100.00	0.001000
63	0.0047	100.00	100.00	0.001000
64	0.0043	100.00	100.00	0.001000
65	0.0049	100.00	100.00	0.001000
66	0.0042	100.00	100.00	0.001000
67	0.0040	100.00	100.00	0.001000
68	0.0042	100.00	100.00	0.001000
69	0.0042	100.00	100.00	0.001000
70	0.0044	100.00	100.00	0.001000
71	0.0041	100.00	100.00	0.001000
72	0.0043	100.00	100.00	0.001000
73	0.0046	100.00	100.00	0.001000
74	0.0040	100.00	100.00	0.001000
75	0.0046	100.00	100.00	0.001000
76	0.0042	100.00	100.00	0.001000
77	0.0050	99.97	100.00	0.001000
78	0.0043	100.00	100.00	0.001000
79	0.0044	100.00	100.00	0.001000
80	0.0043	100.00	100.00	0.001000
81	0.0045	100.00	100.00	0.000100
82	0.0042	100.00	100.00	0.000100
83	0.0043	100.00	100.00	0.000100
84	0.0047	100.00	100.00	0.000100
85	0.0047	100.00	100.00	0.000100
86	0.0042	100.00	100.00	0.000100
87	0.0043	100.00	100.00	0.000100
88	0.0045	100.00	100.00	0.000100
89	0.0044	100.00	100.00	0.000100
90	0.0041	100.00	100.00	0.000100
91	0.0040	100.00	100.00	0.000100
92	0.0043	100.00	100.00	0.000100
93	0.0041	100.00	100.00	0.000100
94	0.0046	99.97	100.00	0.000100
95	0.0042	100.00	100.00	0.000100
96	0.0043	100.00	100.00	0.000100
97	0.0045	100.00	100.00	0.000100
98	0.0045	100.00	100.00	0.000100
99	0.0043	100.00	100.00	0.000100
100	0.0046	100.00	100.00	0.000100
