1	7.4196	0.03	0.60	0.100000
2	6.1976	0.27	0.93	0.100000
3	6.1281	0.30	1.23	0.100000
4	6.0180	0.57	2.37	0.100000
5	5.7850	1.60	5.30	0.100000
6	5.3231	3.03	11.47	0.100000
7	4.4946	8.07	25.30	0.100000
8	3.2279	23.23	53.50	0.100000
9	1.8427	50.13	84.37	0.100000
10	0.9598	73.37	95.67	0.100000
11	0.4684	87.80	98.63	0.100000
12	0.2325	94.10	99.70	0.100000
13	0.1068	97.80	99.87	0.100000
14	0.0555	98.70	99.97	0.100000
15	0.1081	97.53	99.77	0.100000
16	0.0633	98.37	100.00	0.100000
17	0.0385	99.40	99.87	0.100000
18	0.0248	99.47	100.00	0.100000
19	0.0797	98.37	99.87	0.100000
20	0.0217	99.67	100.00	0.100000
21	0.0165	99.80	99.97	0.100000
22	0.0596	98.93	99.80	0.100000
23	0.0338	99.43	99.97	0.100000
24	0.0570	98.87	99.90	0.100000
25	0.0388	99.23	99.90	0.100000
26	0.0508	99.03	99.93	0.100000
27	0.0382	99.40	99.93	0.100000
28	0.0150	99.73	100.00	0.100000
29	0.0196	99.77	99.97	0.100000
30	0.0129	99.77	100.00	0.100000
31	0.0042	100.00	100.00	0.010000
32	0.0039	100.00	100.00	0.010000
33	0.0033	100.00	100.00	0.010000
34	0.0033	100.00	100.00	0.010000
35	0.0033	100.00	100.00	0.010000
36	0.0029	100.00	100.00	0.010000
37	0.0031	100.00	100.00	0.010000
38	0.0030	100.00	100.00	0.010000
39	0.0031	100.00	100.00	0.010000
40	0.0029	100.00	100.00	0.010000
41	0.0027	100.00	100.00	0.010000
42	0.0028	100.00	100.00	0.010000
43	0.0028	100.00	100.00	0.010000
44	0.0028	100.00	100.00	0.010000
45	0.0026	100.00	100.00	0.010000
46	0.0027	100.00	100.00	0.010000
47	0.0028	100.00	100.00	0.010000
48	0.0028	100.00	100.00	0.010000
49	0.0026	100.00	100.00	0.010000
50	0.0026	100.00	100.00	0.010000
51	0.0027	100.00	100.00	0.010000
52	0.0028	100.00	100.00	0.010000
53	0.0026	100.00	100.00	0.010000
54	0.0030	100.00	100.00	0.010000
55	0.0025	100.00	100.00	0.010000
56	0.0030	100.00	100.00	0.010000
57	0.0027	100.00	100.00	0.010000
58	0.0026	100.00	100.00	0.010000
59	0.0027	100.00	100.00	0.010000
60	0.0029	100.00	100.00	0.010000
61	0.0027	100.00	100.00	0.001000
62	0.0026	100.00	100.00	0.001000
63	0.0027	100.00	100.00	0.001000
64	0.0027	100.00	100.00	0.001000
65	0.0027	100.00	100.00	0.001000
66	0.0026	100.00	100.00	0.001000
67	0.0027	100.00	100.00	0.001000
68	0.0025	100.00	100.00	0.001000
69	0.0028	100.00	100.00	0.001000
70	0.0027	100.00	100.00	0.001000
71	0.0027	100.00	100.00	0.001000
72	0.0025	100.00	100.00	0.001000
73	0.0028	100.00	100.00	0.001000
74	0.0026	100.00	100.00	0.001000
75	0.0027	100.00	100.00	0.001000
76	0.0028	100.00	100.00	0.001000
77	0.0026	100.00	100.00	0.001000
78	0.0026	100.00	100.00	0.001000
79	0.0024	100.00	100.00	0.001000
80	0.0025	100.00	100.00	0.001000
81	0.0028	100.00	100.00	0.000100
82	0.0026	100.00	100.00	0.000100
83	0.0025	100.00	100.00	0.000100
84	0.0027	100.00	100.00	0.000100
85	0.0027	100.00	100.00	0.000100
86	0.0027	100.00	100.00	0.000100
87	0.0028	100.00	100.00	0.000100
88	0.0026	100.00	100.00	0.000100
89	0.0026	100.00	100.00	0.000100
90	0.0027	100.00	100.00	0.000100
91	0.0026	100.00	100.00	0.000100
92	0.0026	100.00	100.00	0.000100
93	0.0026	100.00	100.00	0.000100
94	0.0026	100.00	100.00	0.000100
95	0.0025	100.00	100.00	0.000100
96	0.0026	100.00	100.00	0.000100
97	0.0025	100.00	100.00	0.000100
98	0.0026	100.00	100.00	0.000100
99	0.0026	100.00	100.00	0.000100
100	0.0026	100.00	100.00	0.000100
1	7.4037	0.07	0.43	0.100000
