1	7.3222	0.13	0.43	0.100000
2	6.2468	0.00	0.43	0.100000
3	6.2429	0.23	0.70	0.100000
4	6.1570	0.27	0.87	0.100000
5	6.0360	0.33	2.00	0.100000
6	5.7920	1.00	3.80	0.100000
7	5.4196	1.63	7.93	0.100000
8	4.7475	5.43	18.47	0.100000
9	3.9047	13.13	36.67	0.100000
10	2.7900	29.63	63.33	0.100000
11	1.7070	53.57	85.53	0.100000
12	0.9186	74.27	95.27	0.100000
13	0.4972	86.43	98.10	0.100000
14	0.2746	92.70	99.43	0.100000
15	0.1531	96.17	99.70	0.100000
16	0.0707	98.27	99.90	0.100000
17	0.0583	98.87	99.90	0.100000
18	0.0329	99.37	99.97	0.100000
19	0.0229	99.57	100.00	0.100000
20	0.0173	99.83	100.00	0.100000
21	0.0055	100.00	100.00	0.100000
22	0.0099	99.93	99.97	0.100000
23	0.0041	99.97	100.00	0.100000
24	0.0646	98.57	99.83	0.100000
25	0.0497	99.17	99.90	0.100000
26	0.0161	99.80	100.00	0.100000
27	0.0100	99.93	99.97	0.100000
28	0.0089	99.87	99.97	0.100000
29	0.0642	98.43	99.83	0.100000
30	0.0314	99.57	99.97	0.100000
31	0.0095	99.93	100.00	0.010000
32	0.0053	100.00	100.00	0.010000
33	0.0058	99.97	100.00	0.010000
34	0.0042	100.00	100.00	0.010000
35	0.0040	100.00	100.00	0.010000
36	0.0036	100.00	100.00	0.010000
37	0.0033	100.00	100.00	0.010000
38	0.0035	100.00	100.00	0.010000
39	0.0032	100.00	100.00	0.010000
40	0.0029	100.00	100.00	0.010000
41	0.0033	100.00	100.00	0.010000
42	0.0031	100.00	100.00	0.010000
43	0.0033	100.00	100.00	0.010000
44	0.0031	100.00	100.00	0.010000
45	0.0028	100.00	100.00	0.010000
46	0.0027	100.00	100.00	0.010000
47	0.0030	100.00	100.00	0.010000
48	0.0030	100.00	100.00	0.010000
49	0.0028	100.00	100.00	0.010000
50	0.0029	100.00	100.00	0.010000
51	0.0028	100.00	100.00	0.010000
52	0.0026	100.00	100.00	0.010000
53	0.0024	100.00	100.00	0.010000
54	0.0025	100.00	100.00	0.010000
55	0.0042	99.97	100.00	0.010000
56	0.0032	100.00	100.00	0.010000
57	0.0031	100.00	100.00	0.010000
58	0.0026	100.00	100.00	0.010000
59	0.0025	100.00	100.00	0.010000
60	0.0026	100.00	100.00	0.010000
61	0.0025	100.00	100.00	0.001000
62	0.0026	100.00	100.00	0.001000
63	0.0028	100.00	100.00	0.001000
64	0.0023	100.00	100.00	0.001000
65	0.0025	100.00	100.00	0.001000
66	0.0023	100.00	100.00	0.001000
67	0.0024	100.00	100.00	0.001000
68	0.0024	100.00	100.00	0.001000
69	0.0025	100.00	100.00	0.001000
70	0.0023	100.00	100.00	0.001000
71	0.0026	100.00	100.00	0.001000
72	0.0024	100.00	100.00	0.001000
73	0.0025	100.00	100.00	0.001000
74	0.0024	100.00	100.00	0.001000
75	0.0025	100.00	100.00	0.001000
76	0.0025	100.00	100.00	0.001000
77	0.0023	100.00	100.00	0.001000
78	0.0026	100.00	100.00	0.001000
79	0.0023	100.00	100.00	0.001000
80	0.0027	100.00	100.00	0.001000
81	0.0022	100.00	100.00	0.000100
82	0.0024	100.00	100.00	0.000100
83	0.0024	100.00	100.00	0.000100
84	0.0024	100.00	100.00	0.000100
85	0.0024	100.00	100.00	0.000100
86	0.0023	100.00	100.00	0.000100
87	0.0024	100.00	100.00	0.000100
88	0.0024	100.00	100.00	0.000100
89	0.0024	100.00	100.00	0.000100
90	0.0022	100.00	100.00	0.000100
91	0.0024	100.00	100.00	0.000100
92	0.0025	100.00	100.00	0.000100
93	0.0024	100.00	100.00	0.000100
94	0.0024	100.00	100.00	0.000100
95	0.0023	100.00	100.00	0.000100
96	0.0028	100.00	100.00	0.000100
97	0.0025	100.00	100.00	0.000100
98	0.0023	100.00	100.00	0.000100
99	0.0025	100.00	100.00	0.000100
100	0.0026	100.00	100.00	0.000100
